Topic,Count,Name,Representation,Representative_Docs
9,239,9_experian_evidence_outcome_unreliable,"['experian', 'evidence', 'outcome', 'unreliable', 'fulfill', 'amend', 'experience', 'neither', 'forward', 'accept']","['experian fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit experian allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience experian neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account experian inaction violate federal law right consumer', 'experian fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit experian allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience experian neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account experian inaction violate federal law right consumer', 'experian fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit experian allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience experian neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account experian inaction violate federal law right consumer']"
10,225,10_mistake_error_inaccuracy_contain,"['mistake', 'error', 'inaccuracy', 'contain', 'worried', 'affect', 'lot', 'build', 'frustrating', 'fault']","['credit mean lot m worried mistake credit report inaccuracy super stressful affect ability secure new credit ve work hard build credit frustrating impact error not fault worried want resolve soon possible not want wait damage', 'credit mean lot m worried mistake credit report inaccuracy super stressful affect ability secure new credit ve work hard build credit frustrating impact error not fault worried want resolve soon possible not want wait damage', 'credit mean lot m worried mistake credit report inaccuracy super stressful affect ability secure new credit ve work hard build credit frustrating impact error not fault worried want resolve soon possible not want wait damage']"
11,222,11_navy_transaction_fee_lag,"['navy', 'transaction', 'fee', 'lag', 'posting', 'insufficient', 'initially', 'incur', 'overdraft', 'union']","['write file complaint navy federal credit union multiple overdraft fee incur despite have sufficient fund transaction authorize charge fee lag posting charge credit issue align recent cfpb finding navy federal similar practice transaction settle insufficient balance despite initially available fund believe practice unfair request investigation account transaction', 'write file complaint navy federal credit union multiple overdraft fee incur despite have sufficient fund transaction authorize charge fee lag posting charge credit issue align recent cfpb finding navy federal similar practice transaction settle insufficient balance despite initially available fund believe practice unfair request investigation account transaction', 'write file complaint navy federal credit union multiple overdraft fee incur despite have sufficient fund transaction authorize charge fee lag posting charge credit issue align recent cfpb finding navy federal similar practice transaction settle insufficient balance despite initially available fund believe practice unfair request investigation account transaction']"
12,192,12_investigation_reporting_dispute_fcra,"['investigation', 'reporting', 'dispute', 'fcra', 'cfpb', 'inaccurate', 'information', 'provide', 'properly', 'credit']","['file complaint xxxx fail properly investigate dispute inaccuracy credit report despite submission xxxx consistently respond hour state account accurate provide evidence thorough investigation practice violate fair credit reporting act fcra mandate reasonable investigation dispute furthermore xxxx action contravene consumer financial protection act cfpa b highlight cfpb recent administrative proceeding file no similar violation request cfpb action ensure xxxx complie federal law provide consumer necessary proof investigation xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx', 'file complaint xxxx fail properly investigate dispute inaccuracy credit report despite submission xxxx consistently respond hour state account accurate provide evidence thorough investigation practice violate fair credit reporting act fcra code mandate reasonable investigation dispute furthermore xxxx action contravene consumer financial protection act cfpa code b highlight cfpb recent administrative proceeding file no similar violation request cfpb action ensure xxxx complie federal law provide consumer necessary proof investigation account mark inaccurate xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx', 'file complaint xxxx fail properly investigate dispute inaccuracy credit report despite submission xxxx consistently respond hour state account accurate provide evidence thorough investigation practice violate fair credit reporting act fcra mandate reasonable investigation dispute furthermore xxxx action contravene consumer financial protection act cfpa b highlight cfpb recent administrative proceeding file no xxxx similar violation request cfpb action ensure xxxx complie federal law provide consumer necessary proof investigation account mark inaccurate xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx']"
13,189,13_creditor_utterly_shamefully_devastate,"['creditor', 'utterly', 'shamefully', 'devastate', 'shock', 'present', 'relevant', 'type', 'explicit', 'detailed']","['utterly shock devastate discover unauthorized account credit inquiry inaccurate personal information report knowledge consent despite effort seek clarification creditor shamefully fail provide necessary information demand immediate action transparency creditor creditor provide detailed information account inquiry include date purpose type credit product involve furnish relevant application document present evidence explicit authorization inquiry attached file complain', 'utterly shock devastate discover unauthorized account credit inquiry inaccurate personal information report knowledge consent despite effort seek clarification creditor shamefully fail provide necessary information demand immediate action transparency creditor creditor provide detailed information account inquiry include date purpose type credit product involve furnish relevant application document present evidence explicit authorization inquiry attached file complain', 'utterly shock devastate discover unauthorized account credit inquiry inaccurate personal information report knowledge consent despite effort seek clarification creditor shamefully fail provide necessary information demand immediate action transparency creditor creditor provide detailed information account inquiry include date purpose type credit product involve furnish relevant application document present evidence explicit authorization inquiry attached file complain']"
14,188,14_equifax_equifaxs_dispute_investigation,"['equifax', 'equifaxs', 'dispute', 'investigation', 'xxxx', 'fcra', 'xx', 'cfpb', 'properly', 'provide']","['file complaint equifax fail properly investigate dispute inaccuracy credit report despite submission equifax consistently respond hour state account accurate provide evidence thorough investigation practice violate fair credit reporting act fcra mandate reasonable investigation dispute furthermore equifax action contravene consumer financial protection act cfpa b highlight cfpb recent administrative proceeding file no similar violation request cfpb action ensure equifax complie federal law provide consumer necessary proof investigation account xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx', 'file complaint equifax fail properly investigate dispute inaccuracy credit report despite submission equifax consistently respond hour state account accurate provide evidence thorough investigation practice violate fair credit reporting act fcra mandate reasonable investigation dispute furthermore equifax action contravene consumer financial protection act cfpa b highlight cfpb recent administrative proceeding file no xxxx similar violation request cfpb action ensure equifax complie federal law provide consumer necessary proof investigation xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx', 'file complaint equifax fail properly investigate dispute inaccuracy credit report despite submission equifax consistently respond xxxx hour state account accurate provide evidence thorough investigation practice violate fair credit reporting act fcra mandate reasonable investigation dispute furthermore equifax action contravene consumer financial protection act cfpa b highlight cfpb recent administrative proceeding file no xxxx similar violation request cfpb action ensure equifax complie federal law provide consumer necessary proof investigation account inaccurate xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx']"
15,168,15_outdate_personal_information_report,"['outdate', 'personal', 'information', 'report', 'credit', 'week', 'wrong', 'want', 'go', '']","['personal information credit report outdate', 'personal information credit report outdate', 'personal information credit report outdate']"
16,165,16_concerned_unjust_show_ask,"['concerned', 'unjust', 'show', 'ask', 'legal', 'delete', 'complaint', 'item', 'file', 'not']","['concerned item show credit report not inaccurate unjust not report credit report ask delete account file legal complaint', 'concerned item show credit report not inaccurate unjust not report credit report ask delete account file legal complaint', 'concerned item show credit report not inaccurate unjust not report credit report ask delete account file legal complaint']"
17,152,17_departure_precise_affirm_link,"['departure', 'precise', 'affirm', 'link', 'incorrectly', 'remark', 'inclusion', 'unlawful', 'promptly', 'usc']","['affirm inclusion incorrectly report late payment remark account breach usc payment link account promptly departure precise reporting unjust unlawful', 'affirm inclusion incorrectly report late payment remark account breach usc payment link account promptly departure precise reporting unjust unlawful', 'affirm inclusion incorrectly report late payment remark account breach usc payment link account promptly departure precise reporting unjust unlawful']"
18,151,18_hurt_ability_obtain_recently,"['hurt', 'ability', 'obtain', 'recently', 'notice', 'copy', 'review', 'fraudulent', 'remove', 'report']","['recently review copy credit report notice fraudulent account report remove account report hurt ability obtain credit', 'recently review copy credit report notice fraudulent account credit report remove account report hurt ability obtain credit', 'recently review copy credit report notice fraudulent account report remove account credit report hurt ability obtain credit']"
19,147,19_inc_cash_unfair_app,"['inc', 'cash', 'unfair', 'app', 'resolution', 'effective', 'measure', 'inadequate', 'unprotected', 'customer']","['file complaint cash app block inc inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation', 'file complaint cash app block inc inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation', 'file complaint cash app block inc inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore l dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation']"
20,143,20_stall_tactic_believe_opinion,"['stall', 'tactic', 'believe', 'opinion', 'investigation', 'careful', 'couple', 'repair', 'confusion', 'blatant']","['concern validity accuracy recent investigation account report credit report month request investigation feel item not report legally couple day ago receive letter state cease investigation credit report opinion believe party credit repair agency not believe stall tactic grant additional day comply original request but believe blatant violation fcra attach copy government issue id mail show proof address not confusion stall tactic end maintain careful record communication purpose file complaint ftc continue non compliance', 'concern validity accuracy recent investigation account report credit report month request investigation feel item not report legally couple day ago receive letter state cease investigation credit report opinion believe party credit repair agency not believe stall tactic grant additional day comply original request but believe blatant violation fcra attach copy government issue id mail show proof address not confusion stall tactic end maintain careful record communication purpose file complaint ftc continue non compliance', 'concern validity accuracy recent investigation account report credit report month request investigation feel item not report legally couple day ago receive letter state cease investigation credit report opinion believe party credit repair agency not believe stall tactic grant additional day comply original request but believe blatant violation fcra attach copy government issue id mail show proof address not confusion stall tactic end maintain careful record communication purpose file complaint ftc continue non compliance']"
21,141,21_app_cash_money_cashapp,"['app', 'cash', 'money', 'cashapp', 'tell', 'help', 'scamme', 'transaction', 'send', 'refund']","['hack cash app take xxxx dollar account permission cash app not refund money', 'take money cash app scam', 'cash app hold money week open dispute cash xx xx year originally tell day d money tell need day include document evidence cash app able xxxx speak representative far past day mark money miss company xxxx xxxx xxxx approve refund xxxx cash app return xxxx but not issue fund']"
22,135,22_badly_credibility_certain_compliant,"['badly', 'credibility', 'certain', 'compliant', 'right', 'today', 'hurt', 'ignore', 'erroneous', 'non']","['previously dispute experian equifax transunion multiple account inaccurate today not receive response proof proper investigation dispute ignore right obtain accurate credit report non compliant fcra erroneous report badly hurt credibility certain right consumer protect law violate inaccurate information', 'previously dispute experian equifax transunion multiple account inaccurate today not receive response proof proper investigation dispute ignore right obtain accurate credit report non compliant fcra erroneous report badly hurt credibility certain right consumer protect law violate inaccurate information', 'previously dispute experian equifax transunion multiple account inaccurate today not receive response proof proper investigation dispute ignore right obtain accurate credit report non compliant fcra erroneous report badly hurt credibility certain right consumer protect law violate inaccurate information']"
23,132,23_cash_app_resolution_unfair,"['cash', 'app', 'resolution', 'unfair', 'efta', 'effective', 'unprotected', 'measure', 'inadequate', 'inconvenience']","['xxxx xxxx file complaint cash app block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation', 'file complaint cash app xxxx block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation', 'file complaint cash app xxxx block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation']"
24,131,24_detrimental_health_remark_life,"['detrimental', 'health', 'remark', 'life', 'recently', 'copy', 'notice', 'inaccuracy', 'receive', 'unauthorized']","['recently receive copy credit report notice inaccuracy unauthorized account information report credit report remark detrimental life credit health', 'recently receive copy credit report notice inaccuracy unauthorized account information report credit report remark detrimental life credit health', 'recently receive copy credit report notice inaccuracy unauthorized account information report credit report remark detrimental life credit health']"
25,128,25_accuse_combine_thing_look,"['accuse', 'combine', 'thing', 'look', 'unjust', 'show', 'incorrect', 'concern', 'legal', 'never']","['combine credit report show incorrect account not not unjust but concern never thing accuse look account legal action', 'combine credit report show incorrect account not not unjust but concern never thing accuse look account legal action', 'combine credit report show incorrect account not not unjust but concern never thing accuse look account legal action']"
26,125,26_zelle_concern_zelles_user,"['zelle', 'concern', 'zelles', 'user', 'offender', 'light', 'exploit', 'safety', 'accountability', 'institution']","['write formally express concern zelles handle dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpbs finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety', 'write formally express concern zelles handle dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpbs finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety', 'write formally express concern zelles handle dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpbs finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety']"
27,121,27_uploaded_personally_fill_trouble,"['uploaded', 'personally', 'fill', 'trouble', 'goal', 'house', 'stuff', 'falsely', 'party', 'involve']","['goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus time respond but unprofessional xxxx xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter', 'goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus time respond but unprofessional xxxx xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter', 'goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus time respond but unprofessional xxxx xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter']"
28,118,28_blocked_elimination_crucial_promptly,"['blocked', 'elimination', 'crucial', 'promptly', 'mislead', 'respectfully', 'inclusion', 'implore', 'record', 'remove']","['blocked remove respectfully request elimination fraudulent account credit report never authorize inclusion crucial promptly remove mislead information record', 'blocked remove respectfully request elimination fraudulent account credit report never authorize inclusion crucial promptly remove mislead information record', 'blocked remove respectfully request elimination fraudulent account credit report never authorize inclusion crucial promptly remove mislead information record']"
29,114,29_regularly_unexpected_worry_glitch,"['regularly', 'unexpected', 'worry', 'glitch', 'will', 'think', 'idea', 'browser', 'refresh', 'problem']","['discover incorrect account credit report no idea get regularly check report but time unexpected discrepancy appear try refresh browser think glitch but error remain issue persist request thorough review document ve submit will not worry problem', 'discover incorrect account credit report no idea get regularly check report but time unexpected discrepancy appear try refresh browser think glitch but error remain issue persist request thorough review document ve submit will not worry problem', 'discover incorrect account credit report no idea get regularly check report but time unexpected discrepancy appear try refresh browser think glitch but error remain issue persist request thorough review document ve submit will not worry problem']"
30,114,30_falsely_research_disclosure_collector,"['falsely', 'research', 'disclosure', 'collector', 'number', 'investigation', 'code', 'right', 'never', 'report']","['xxxx falsely report credit never account research xxxx debt collector falsely report credit account number xxxx falsely report credit file right fair credit act code disclosure investigation consumer report violation', 'xxxx falsely report credit never account research xxxx debt collector falsely report credit account number xxxx falsely report credit file right fair credit act code disclosure investigation consumer report violation', 'xxxx falsely report credit never account research xxxx debt collector falsely report credit account number xxxx falsely report credit file right fair credit act code disclosure investigation consumer report violation']"
31,110,31_understanding_hurt_look_ability,"['understanding', 'hurt', 'look', 'ability', 'obtain', 'ensure', 'recently', 'notice', 'ask', 'copy']","['recently look copy credit report notice inaccuracy account account hurt ability obtain credit understanding investigate item ensure accuracy item ask verify accurate xxxx account xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx', 'recently look copy credit report notice inaccuracy account account hurt ability obtain credit understanding investigate item ensure accuracy item ask verify accurate xxxx account xxxx xxxx xxxx xxxx xxxx xxxx', 'recently look copy credit report notice inaccuracy account account hurt ability obtain credit understanding investigate account ensure accuracy account ask verify accurate xxxx xxxx account xxxx']"
32,103,32_entry_code_overwhelming_significantly,"['entry', 'code', 'overwhelming', 'significantly', 'undue', 'questionable', 'meaningful', 'toll', 'fair', 'disputed']","['entry remain unverified questionable despite multiple attempt inaccuracy properly investigate resolve no meaningful action take submit require documentation follow repeatedly error persist ongoing lack action cause undue financial hardship significantly affect mental emotional toll deal unresolved discrepancy overwhelming fair credit reporting act fcra entitle fair accurate credit report include removal unverifiable incorrect information urge immediate step verify rectify item failure constitute violation right federal law', 'entry remain unverified questionable despite multiple attempt inaccuracy properly investigate resolve no meaningful action take submit require documentation follow repeatedly error persist ongoing lack action cause undue financial hardship significantly affect mental emotional toll deal unresolved discrepancy overwhelming fair credit reporting act fcra entitle fair accurate credit report include removal unverifiable incorrect information urge immediate step verify rectify item failure constitute violation right federal law', 'entry remain unverified questionable despite multiple attempt inaccuracy properly investigate resolve no meaningful action take submit require documentation follow repeatedly error persist ongoing lack action cause undue financial hardship significantly affect mental emotional toll deal unresolved discrepancy overwhelming fair credit reporting act fcra entitle fair accurate credit report include removal unverifiable incorrect information urge immediate step verify rectify item failure constitute violation right federal law']"
33,101,33_payment_history_consistently_accurately,"['payment', 'history', 'consistently', 'accurately', 'late', 'update', 'urge', 'mistake', 'respectfully', 'removal']","['request immediate removal inaccurate late payment account not accurately reflect true payment history consistently payment time entry mistake unfairly impact credit profile account pay agreed not report negatively respectfully urge investigate error update account accordingly delay', 'request immediate removal inaccurate late payment account not accurately reflect true payment history consistently payment time entry mistake unfairly impact credit profile account pay agreed not report negatively respectfully urge investigate error update account accordingly delay', 'request immediate removal inaccurate late payment account not accurately reflect true payment history consistently payment time entry mistake unfairly impact credit profile account pay agreed not report negatively respectfully urge investigate error update account accordingly delay']"
34,99,34_address_incorrect_information_employer,"['address', 'incorrect', 'information', 'employer', 'personal', 'belong', 'inaccurate', 'report', 'credit', 'correct']","['credit report list outdated incorrect personal information include previous address old employer address employer no long associate not year incorrect personal information pose risk mixed file link account record not', 'personal information credit report inaccurate outdated include old address job information not authorize list never give agency permission report employer information submit dispute request personal information correct remove but report want incorrect address job information remove immediately personal datum update accurately', 'personal information list credit report inaccurate include address not belong provide necessary document proof request incorrect address remove immediately ensure report reflect accurate current information']"
35,99,35_presence_important_achieve_prepared,"['presence', 'important', 'achieve', 'prepared', 'family', 'home', 'purchase', 'item', 'theft', 'goal']","['account consumer report link identity theft never provide write authorization include wet signature inclusion recently communicate organization matter formally request prompt blocking removal account report presence cause significant emotional financial distress inaccurately represent credit history responsibility issue not appropriately address prepared legal action protect right seek resolution fraudulent item credit record hinder ability achieve important financial goal purchase home meet need family', 'account consumer report link identity theft never provide write authorization include wet signature inclusion recently communicate organization matter formally request prompt blocking removal account report presence cause significant emotional financial distress inaccurately represent credit history responsibility issue not appropriately address prepared legal action protect right seek resolution fraudulent item credit record hinder ability achieve important financial goal purchase home meet need family', 'account consumer report link identity theft never provide write authorization include wet signature inclusion recently communicate organization matter formally request prompt blocking removal account report presence cause significant emotional financial distress inaccurately represent credit history responsibility issue not appropriately address prepared legal action protect right seek resolution fraudulent item credit record hinder ability achieve important financial goal purchase home meet need family']"
36,99,36_home_patience_document_myselfno,"['home', 'patience', 'document', 'myselfno', 'buy', 'stress', 'attach', 'frustrating', 'inquiry', 'resolve']","['xxxx xxxx xxxx submit complaint myselfno party involve m dispute inaccurate mislead information credit report ve work buy home but error make difficult despite patience lack response frustrating feel unprofessional situation cause delay unnecessary stress review document ve provide immediate action resolve issue', 'xxxx xxxx xxxx submit complaint myselfno party involve m dispute inaccurate mislead information credit report ve work buy home but error make difficult despite patience lack response frustrating feel unprofessional situation cause delay unnecessary stress review document ve provide immediate action resolve issue', 'xxxx xxxx submit complaint myselfno party involve xxxx dispute inaccurate mislead information credit report ve work buy home but error make difficult despite patience lack response frustrating feel unprofessional situation cause delay unnecessary stress review document ve provide immediate action resolve issue']"
37,98,37_code_disputed_especially_damaging,"['code', 'disputed', 'especially', 'damaging', 'pursue', 'mandate', 'unjust', 'maximum', 'misleading', 'reinvestigation']","['report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting']"
38,96,38_code_disputed_especially_damaging,"['code', 'disputed', 'especially', 'damaging', 'pursue', 'mandate', 'unjust', 'maximum', 'misleading', 'reinvestigation']","['report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting']"
39,96,39_code_disputed_especially_damaging,"['code', 'disputed', 'especially', 'damaging', 'pursue', 'mandate', 'unjust', 'maximum', 'misleading', 'reinvestigation']","['report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting']"
40,93,40_forth_set_suspect_meet,"['forth', 'set', 'suspect', 'meet', 'removal', 'permissible', 'usc', 'inquiry', 'purpose', 'believe']","['report include inquiry believe not meet permissible purpose requirement set forth usc suspect inquiry error request removal', 'report include inquiry believe not meet permissible purpose requirement set forth usc suspect inquiry error request removal', 'report include inquiry believe not meet permissible purpose requirement set forth usc suspect inquiry error request removal']"
41,91,41_banking_system_efficiency_impair,"['banking', 'system', 'efficiency', 'impair', 'item', 'functioning', 'dependent', 'confidence', 'evident', 'day']","['write formally file complaint unauthorized account persist credit report despite repeat effort remove account cause significant damage financial reputation overall evident inclusion fraudulent item violate usc permissible purpose credit bureaus no legitimate reason report explicit consent refer attached file detail item dispute fair credit reporting act code say banking system dependent fair accurate credit reporting inaccurate credit report directly impair efficiency banking system unfair credit reporting method undermine public confidence essential continue functioning banking system violation fcra impair efficiency banking system violation privacy consumer report control list not event account report write consent consider identity theft', 'write formally file complaint unauthorized account persist credit report despite repeat effort remove account cause significant damage financial reputation overall evident inclusion fraudulent item violate usc permissible purpose credit bureaus no legitimate reason report explicit consent refer attached file detail item dispute fair credit reporting act code say banking system dependent fair accurate credit reporting inaccurate credit report directly impair efficiency banking system unfair credit reporting method undermine public confidence essential continue functioning banking system violation fcra impair efficiency banking system violation privacy consumer report control list not event account report write consent consider identity theft', 'write formally file complaint unauthorized account persist credit report despite repeat effort remove account cause significant damage financial reputation overall evident inclusion fraudulent item violate usc permissible purpose credit bureaus no legitimate reason report explicit consent refer attached file detail item dispute fair credit reporting act code say banking system dependent fair accurate credit reporting inaccurate credit report directly impair efficiency banking system unfair credit reporting method undermine public confidence essential continue functioning banking system violation fcra impair efficiency banking system violation privacy consumer report control list not event account report write consent consider identity theft']"
42,87,42_code_disputed_especially_damaging,"['code', 'disputed', 'especially', 'damaging', 'pursue', 'mandate', 'unjust', 'maximum', 'misleading', 'reinvestigation']","['report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting']"
43,85,43_experian_investigation_contravene_administrative,"['experian', 'investigation', 'contravene', 'administrative', 'proceeding', 'dispute', 'properly', 'reasonable', 'cfpb', 'submission']","['file complaint experian fail properly investigate dispute inaccuracy credit report despite submission experian consistently respond hour state account accurate provide evidence thorough investigation practice violate fair credit reporting act fcra mandate reasonable investigation dispute furthermore experian action contravene consumer financial protection act cfpa b highlight cfpb recent administrative proceeding file no similar violation request cfpb action ensure equifax complie federal law provide consumer necessary proof investigation xxxx xxxx xxxx xxxx', 'file complaint experian fail properly investigate dispute inaccuracy credit report despite submission experian consistently respond hour state account accurate provide evidence thorough investigation practice violate fair credit reporting act fcra mandate reasonable investigation dispute furthermore xxxx action contravene consumer financial protection act cfpa b highlight cfpb recent administrative proceeding file no similar violation request cfpb action ensure experian complie federal law provide consumer necessary proof investigation accurate account xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx', 'file complaint experian fail properly investigate dispute inaccuracy credit report despite submission experian consistently respond hour state account accurate provide evidence thorough investigation practice violate fair credit reporting act fcra mandate reasonable investigation dispute furthermore experian action contravene consumer financial protection act cfpa b highlight cfpb recent administrative proceeding file no xxxx similar violation request cfpb action ensure experian complie federal law provide consumer necessary proof investigation']"
44,85,44_instance_unprofessional_note_uploaded,"['instance', 'unprofessional', 'note', 'uploaded', 'personally', 'understand', 'fill', 'trouble', 'goal', 'house']","['goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus xxxx time respond but unprofessional xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter', 'goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus xxxx time respond but unprofessional xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter', 'goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus xxxx time respond but unprofessional xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter']"
